CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
2314102,Viçosa do Ceará,23,CE,447.5573856209153,477.87733835530406,493.946578782172,493.2272549019609,532.3289391086001
2400109,Acari,24,RN,470.7613333333333,503.09175257731937,512.9878865979383,512.192,607.2680412371134
2400208,Açu,24,RN,458.1003184713373,484.1652120467124,498.4256299938542,489.397770700637,565.261216963737
2400307,Afonso Bezerra,24,RN,443.3306603773587,468.55707964601737,484.9057522123896,480.7849056603775,485.8407079646018
2400406,Água Nova,24,RN,456.1500000000001,483.9142857142856,505.26703296703295,478.4777777777779,609.8901098901099
2400505,Alexandria,24,RN,466.72705882352926,490.5903133903133,503.5390313390312,506.7697058823532,583.6467236467237
2400604,Almino Afonso,24,RN,447.345625,468.6449101796407,496.4550898203596,499.55875,564.6706586826348
2400703,Alto do Rodrigues,24,RN,453.73240418118473,475.532,497.1953333333333,479.0512195121952,530.9333333333333
2400802,Angicos,24,RN,450.9903381642512,474.2438636363632,497.40113636363634,486.3318840579706,537.6818181818181
2400901,Antônio Martins,24,RN,438.5122065727704,463.3204545454548,483.8477272727274,477.78028169014095,521.3636363636364
2401008,Apodi,24,RN,469.8096170212774,491.0455510204076,503.7280816326533,516.2062127659581,579.9183673469388
2401107,Areia Branca,24,RN,450.7724812030074,479.2926512968307,500.4118155619598,490.7088721804516,536.657060518732
2401206,Arês,24,RN,460.41125541125547,482.26276150627615,497.62217573221744,480.84199134199145,528.6192468619247
2401305,Augusto Severo,24,RN,433.25938566552895,459.167892976589,477.42575250836114,472.2959044368601,528.428093645485
2401404,Baía Formosa,24,RN,456.1786885245902,484.405759162304,501.8638743455493,505.1306010928961,537.5916230366493
2401453,Baraúna,24,RN,446.3756137479536,473.50842433697386,497.2363494539785,486.6515548281512,527.1138845553822
2401503,Barcelona,24,RN,454.487962962963,477.8354545454544,503.9472727272727,504.5231481481482,569.0909090909091
2401602,Bento Fernandes,24,RN,444.83148148148143,463.3612068965518,487.1405172413792,474.48981481481474,532.2413793103449
2401651,Bodó,24,RN,465.62909090909096,491.51166666666666,496.1083333333335,501.0745454545455,554.3333333333334
2401701,Bom Jesus,24,RN,456.1309090909093,480.0423529411764,497.8182352941175,496.4927272727274,545.1764705882352
2401800,Brejinho,24,RN,457.80658914728673,481.3918215613386,502.2453531598514,486.6844961240311,559.553903345725
2401859,Caiçara do Norte,24,RN,471.4302325581396,481.8866666666667,516.9533333333334,503.7372093023256,534.6666666666666
2401909,Caiçara do Rio do Vento,24,RN,438.8738461538461,470.060294117647,486.4147058823527,466.96,496.7647058823529
2402006,Caicó,24,RN,483.0069224683554,505.7425460007506,519.1609087495302,523.6539556962018,608.3740142696207
2402105,Campo Redondo,24,RN,457.91035856573706,486.6942965779468,501.690494296578,492.25458167330686,532.0912547528517
2402204,Canguaretama,24,RN,456.10213675213686,483.8957417582422,498.990109890111,486.9839031339033,538.5164835164835
2402303,Caraúbas,24,RN,450.9479949874684,481.97629987908107,498.1607013301092,486.4807017543857,542.1523579201935
2402402,Carnaúba dos Dantas,24,RN,470.0491712707183,501.9962566844921,511.1165775401072,528.067403314917,604.7058823529412
2402501,Carnaubais,24,RN,463.6011049723757,480.05027027027006,499.11783783783767,506.9204419889503,577.9459459459459
2402600,Ceará-Mirim,24,RN,462.689410986102,492.6821271239773,505.9682819383264,497.5857710125755,549.452485840151
2402709,Cerro Corá,24,RN,451.8798479087454,483.4992647058822,495.46838235294064,478.6015209125477,529.1176470588235
2402808,Coronel Ezequiel,24,RN,453.7974137931034,480.4161016949153,501.5398305084747,486.5853448275862,499.8305084745763
2402907,Coronel João Pessoa,24,RN,441.71875,471.76888888888897,495.9214814814813,499.2874999999999,546.074074074074
2403004,Cruzeta,24,RN,479.7360000000001,515.3072625698322,523.0553072625697,525.2159999999999,605.9217877094972
2403103,Currais Novos,24,RN,474.7210191082805,505.50972906404,519.1641009852219,512.8010828025479,587.0073891625616
2403202,Doutor Severiano,24,RN,447.2040404040402,479.2665048543688,494.440291262136,511.91010101010113,562.9126213592233
2403251,Parnamirim,24,RN,500.0837888431296,528.596836953929,539.1896992122248,552.0659428428789,611.830985915493
2403301,Encanto,24,RN,466.9700680272108,505.5929487179486,512.9461538461538,516.7367346938777,574.1025641025641
2403400,Equador,24,RN,456.3568306010928,469.29787234042567,495.1409574468087,489.7103825136612,545.2127659574468
2403509,Espírito Santo,24,RN,457.7605095541402,485.2136904761904,504.4744047619048,500.7388535031846,549.4047619047619
2403608,Extremoz,24,RN,458.6277246653922,493.3442502299911,509.9500459981596,489.722753346081,530.4691812327507
2403707,Felipe Guerra,24,RN,450.6106122448981,465.6168627450983,492.7643137254898,491.9902040816325,571.9215686274509
2403756,Fernando Pedroza,24,RN,441.6138888888888,472.7805555555556,496.4638888888889,506.4500000000001,539.4444444444445
2403806,Florânia,24,RN,472.16836734693857,503.7854368932039,518.1893203883495,516.1581632653061,561.5533980582525
2403905,Francisco Dantas,24,RN,459.85294117647067,488.6298850574712,496.3218390804594,478.0011764705882,608.0459770114943
2404002,Frutuoso Gomes,24,RN,456.8006493506494,479.2826086956521,497.4540372670809,504.4805194805195,581.1180124223603
2404101,Galinhos,24,RN,476.44,489.57272727272726,497.8272727272728,497.02,520.9090909090909
2404200,Goianinha,24,RN,450.84565587734267,488.174061990212,505.09885807504105,495.18109028960777,558.8254486133768
2404309,Governador Dix-Sept Rosado,24,RN,454.3775456919053,475.0840796019903,497.5751243781093,494.5109660574413,518.0597014925373
2404408,Grossos,24,RN,447.9954732510287,480.0093385214008,498.9408560311284,478.0728395061728,539.3774319066148
2404507,Guamaré,24,RN,464.852569169961,484.1627819548872,502.9928571428571,496.7031620553361,555.0375939849624
2404606,Ielmo Marinho,24,RN,440.77379310344816,471.0164473684212,487.5710526315792,475.9255172413793,503.8157894736842
2404705,Ipanguaçu,24,RN,445.6731092436975,469.99268292683,490.3533875338757,475.7955182072831,537.4525745257453
2404804,Ipueira,24,RN,480.0974999999997,506.1564705882353,519.9741176470591,530.4574999999999,630.1176470588235
2404853,Itajá,24,RN,451.1266666666665,472.7780141843973,491.3000000000004,474.5948148148149,541.2765957446809
2404903,Itaú,24,RN,439.9176470588236,465.3441379310344,480.8517241379311,466.1941176470589,555.1724137931035
2405009,Jaçanã,24,RN,456.5178137651822,481.23784860557777,504.3314741035853,486.276113360324,553.3067729083665
2405108,Jandaíra,24,RN,456.1913043478261,488.5780821917808,511.1767123287672,504.8072463768116,572.3287671232877
2405207,Janduís,24,RN,441.4427480916029,462.7868613138685,481.9386861313871,477.38854961832055,547.7372262773723
2405306,Januário Cicco,24,RN,450.73869047619087,471.19943820224734,493.835393258427,477.33095238095217,513.9325842696629
2405405,Japi,24,RN,443.1418604651162,480.2241379310343,487.9275862068967,485.6267441860464,502.98850574712645
2405504,Jardim de Angicos,24,RN,491.8470588235294,490.5263157894736,514.9,528.8823529411765,553.6842105263158
2405603,Jardim de Piranhas,24,RN,462.5179012345682,487.0898809523809,506.2354166666663,509.6956790123456,600.0
2405702,Jardim do Seridó,24,RN,467.686582278481,494.2833740831295,511.11882640586856,518.0227848101266,583.6674816625917
2405801,João Câmara,24,RN,457.4941704035874,483.0958865248225,501.00368794326255,492.2654708520186,543.6028368794326
2405900,João Dias,24,RN,436.57631578947394,455.1787499999999,474.1062500000001,469.3263157894738,560.5
2406007,José da Penha,24,RN,456.7652582159623,487.9267543859648,502.034210526316,502.6492957746482,602.8947368421053
2406106,Jucurutu,24,RN,457.90579999999966,481.2474383301714,502.5216318785579,492.7799999999998,553.2447817836812
2406155,Jundiá,24,RN,443.34375000000006,469.8272727272728,496.659090909091,487.8625,513.3333333333334
2406205,Lagoa d'Anta,24,RN,443.8658333333335,476.3047999999997,494.7944000000001,496.5375000000001,507.68
2406304,Lagoa de Pedras,24,RN,454.01014492753615,459.3875000000001,487.909722222222,489.9304347826088,568.1944444444445
2406403,Lagoa de Velhos,24,RN,472.7264367816092,489.6076086956522,500.1152173913043,508.5287356321839,586.7391304347826
2406502,Lagoa Nova,24,RN,458.5691906005217,485.220802005013,498.6714285714287,486.8942558746736,546.0651629072681
2406601,Lagoa Salgada,24,RN,456.6131578947366,477.7025000000001,496.90900000000033,494.644210526316,492.0
2406700,Lajes,24,RN,446.1425925925925,481.0775330396478,496.78810572687246,486.0333333333337,514.2731277533039
2406809,Lajes Pintadas,24,RN,461.3862385321101,478.8628318584069,490.4805309734511,500.2467889908257,538.7610619469026
2406908,Lucrécia,24,RN,447.1415204678362,470.1893258426967,487.8292134831458,486.0169590643275,530.1123595505618
2407005,Luís Gomes,24,RN,451.6511415525114,490.0601769911504,501.6703539823011,500.1031963470319,558.141592920354
2407104,Macaíba,24,RN,466.5396226415091,495.0394838709671,511.8338064516129,499.4471024258753,558.0774193548388
2407203,Macau,24,RN,465.64297520661125,486.8243243243242,509.76152623211465,493.0066115702476,551.4785373608903
2407252,Major Sales,24,RN,451.4051724137934,472.6042372881354,492.0177966101693,471.789655172414,555.9322033898305
2407302,Marcelino Vieira,24,RN,451.4156028368792,475.4344827586205,492.88275862068986,490.5914893617025,554.3448275862069
2407401,Martins,24,RN,459.07609756097554,485.827619047619,502.3476190476191,493.888780487805,579.4285714285714
2407500,Maxaranguape,24,RN,448.2231999999999,461.83828125,483.7406249999999,475.06319999999977,500.46875
2407609,Messias Targino,24,RN,447.6724890829691,463.2288793103452,477.6900862068965,494.1903930131009,525.0862068965517
2407708,Montanhas,24,RN,449.1796116504853,478.7440909090906,499.3409090909092,499.72961165048537,579.3636363636364
2407807,Monte Alegre,24,RN,453.1669966996699,474.1818181818182,498.9536050156741,486.86303630363045,532.4137931034483
2407906,Monte das Gameleiras,24,RN,438.57692307692326,472.8433962264151,484.2792452830189,477.9076923076922,521.5094339622641
2408003,Mossoró,24,RN,477.6338718248499,505.27244222742365,521.8180698360969,525.6157189924525,579.6274050697343
2408102,Natal,24,RN,497.145965986942,526.2451702571201,536.2005096131576,544.266192471992,611.633850667902
2408201,Nísia Floresta,24,RN,453.4077777777776,476.31216931216926,501.0579365079362,484.9680555555557,537.989417989418
2408300,Nova Cruz,24,RN,457.2526564344745,486.4762229806604,506.5866894197949,506.1560802833525,581.6609783845279
2408409,Olho d'Água do Borges,24,RN,447.42790697674434,460.2849624060152,486.28947368421024,485.9728682170543,515.187969924812
2408508,Ouro Branco,24,RN,460.779365079365,494.0110552763817,508.4261306532663,506.8962962962963,541.2060301507538
2408607,Paraná,24,RN,438.3448275862068,468.9,482.0213675213677,479.23362068965537,517.2649572649573
2408706,Paraú,24,RN,452.6372262773726,497.8503597122304,507.6079136690647,506.22262773722593,578.9928057553957
2408805,Parazinho,24,RN,450.591011235955,467.1989690721649,489.8237113402059,486.95393258426975,512.7835051546392
2408904,Parelhas,24,RN,474.45323741007184,499.03863013698657,514.9521917808221,524.5679136690641,586.7397260273973
2408953,Rio do Fogo,24,RN,436.94000000000005,457.6645161290319,477.05935483870974,461.7282758620686,500.258064516129
2409100,Passa e Fica,24,RN,450.48093645484937,484.3622149837135,500.831270358306,502.33545150501686,559.3485342019544
2409209,Passagem,24,RN,436.59076923076935,468.0268656716417,487.5567164179105,463.456923076923,528.955223880597
2409308,Patu,24,RN,450.2316546762591,470.1039443155452,490.5422273781904,492.6829736211035,595.3596287703016
2409332,Santa Maria,24,RN,441.0828282828282,455.82857142857137,479.5447619047621,480.3595959595957,489.1428571428572
2409407,Pau dos Ferros,24,RN,476.51766437683983,501.2378858746491,517.7585594013102,517.3894013738964,606.7165575304023
2409506,Pedra Grande,24,RN,444.1302325581396,482.08039215686273,478.9490196078432,485.5813953488373,521.5686274509804
2409605,Pedra Preta,24,RN,450.5724137931034,469.9060606060605,493.0060606060607,485.7862068965519,556.969696969697
2409704,Pedro Avelino,24,RN,442.3827160493825,461.9166666666666,483.0702380952381,476.1629629629629,513.5714285714286
2409803,Pedro Velho,24,RN,440.865286624204,465.0676470588237,485.40529411764726,475.1942675159232,496.2941176470589
2409902,Pendências,24,RN,449.2167330677293,474.0570342205321,496.9460076045629,474.94860557768914,512.0912547528517
2410009,Pilões,24,RN,455.724528301887,478.0731481481482,495.7805555555555,496.36415094339606,556.2962962962963
2410108,Poço Branco,24,RN,439.2951690821255,469.11435185185206,487.5944444444445,475.2787439613527,522.0370370370371
2410207,Portalegre,24,RN,453.518257261411,486.41897233201576,504.7992094861661,501.8107883817425,566.3241106719368
2410256,Porto do Mangue,24,RN,441.4186274509803,455.1339449541285,484.9788990825688,477.84607843137263,534.3119266055046
2410306,Serra Caiada,24,RN,454.515322580645,477.7335877862599,492.9106870229009,479.590322580645,525.0381679389313
2410405,Pureza,24,RN,462.0689320388348,484.0733333333334,491.28952380952376,482.0757281553398,558.0952380952381
2410504,Rafael Fernandes,24,RN,463.1742690058477,496.315606936416,505.0121387283236,509.8467836257308,617.1098265895954
2410603,Rafael Godeiro,24,RN,454.512396694215,474.8968253968256,490.18730158730153,508.301652892562,547.6190476190476
2410702,Riacho da Cruz,24,RN,433.4442307692309,463.7644230769232,475.2692307692309,474.2278846153847,533.2692307692307
2410801,Riacho de Santana,24,RN,454.7163120567378,478.2761904761907,497.93197278911583,485.6134751773051,581.2244897959183
2410900,Riachuelo,24,RN,447.55454545454535,466.9192592592595,482.6614814814817,485.74793388429737,502.6666666666667
2411007,Rodolfo Fernandes,24,RN,438.3309278350515,462.9825242718444,487.0728155339805,472.64742268041215,532.6213592233009
2411056,Tibau,24,RN,472.7752066115701,488.9076335877863,504.2595419847328,500.2867768595041,539.0839694656488
2411106,Ruy Barbosa,24,RN,460.7439024390244,484.4036585365855,494.3682926829267,502.3975609756096,542.6829268292682
2411205,Santa Cruz,24,RN,468.5370951913639,492.5147632311974,507.8525533890436,505.6863591756619,547.2051996285979
2411403,Santana do Matos,24,RN,442.41804511278207,473.52269503546086,487.6468085106384,485.0105263157891,499.1489361702128
2411429,Santana do Seridó,24,RN,460.1952380952382,493.4494252873563,500.5068965517242,503.1892857142858,578.3908045977012
2411502,Santo Antônio,24,RN,461.4236499068902,484.3263913824056,501.6664272890486,502.1523277467412,558.3482944344704
2411601,São Bento do Norte,24,RN,459.2967741935484,480.025,506.32499999999993,495.841935483871,553.75
2411700,São Bento do Trairí,24,RN,464.109009009009,490.9305084745764,496.5228813559323,511.2216216216215,550.3389830508474
2411809,São Fernando,24,RN,476.25471698113216,497.694495412844,504.2733944954127,530.7886792452828,627.8899082568807
2411908,São Francisco do Oeste,24,RN,466.9577586206898,491.8516393442623,504.21311475409846,506.9637931034482,581.4754098360655
2412005,São Gonçalo do Amarante,24,RN,470.9690187891442,500.5831148192297,515.7243941199844,507.1609603340296,561.5574096146206
2412104,São João do Sabugi,24,RN,472.65206611570216,496.8773809523811,505.6948412698412,526.9396694214877,582.4603174603175
2412203,São José de Mipibu,24,RN,463.6300239234449,490.4553409090906,508.2951136363638,493.85490430622,545.4318181818181
2412302,São José do Campestre,24,RN,444.60775510204087,473.7374015748032,487.2751968503935,487.4395918367345,524.8818897637796
2412401,São José do Seridó,24,RN,474.2277108433733,494.48150289017343,510.6797687861271,523.8728915662648,601.849710982659
2412500,São Miguel,24,RN,463.6709576138145,496.3335866261396,511.4972644376907,520.3007849293564,604.6504559270517
2412559,São Miguel do Gostoso,24,RN,451.15398230088505,482.702564102564,504.388888888889,477.2318584070797,549.0598290598291
2412609,São Paulo do Potengi,24,RN,468.5679706601466,479.3820093457948,500.69649532710287,499.58533007335,537.0560747663551
2412708,São Pedro,24,RN,454.8635658914732,464.58873239436633,487.6788732394366,484.7922480620154,499.01408450704224
2412807,São Rafael,24,RN,450.6788359788361,476.6562189054721,501.13582089552256,484.8894179894181,537.2139303482587
2412906,São Tomé,24,RN,447.458620689655,467.1092105263159,482.45789473684215,486.57379310344834,493.42105263157896
2413003,São Vicente,24,RN,463.37032258064505,494.309493670886,511.0082278481013,510.2664516129033,586.5822784810126
2413102,Senador Elói de Souza,24,RN,458.5118811881188,472.5245098039217,499.270588235294,501.8366336633664,514.3137254901961
2413201,Senador Georgino Avelino,24,RN,453.4093023255815,480.1329545454549,501.9386363636364,471.022093023256,499.77272727272725
2413300,Serra de São Bento,24,RN,450.0492307692307,489.8206106870229,492.2717557251908,485.0392307692307,592.824427480916
2413359,Serra do Mel,24,RN,450.1666666666664,471.503515625,492.65156250000007,491.2500000000005,525.390625
2413409,Serra Negra do Norte,24,RN,466.7146341463416,488.1634615384615,506.45240384615386,516.8595121951222,586.0576923076923
2413508,Serrinha,24,RN,460.5999999999999,483.89000000000016,498.2855555555559,505.1482142857144,550.1111111111111
2413557,Serrinha dos Pintos,24,RN,451.1357723577238,485.7833333333334,503.92500000000007,499.2260162601625,552.1212121212121
2413607,Severiano Melo,24,RN,461.3331125827814,486.8955696202529,507.190506329114,503.786092715232,572.9113924050633
2413706,Sítio Novo,24,RN,435.3616666666667,486.272131147541,498.4754098360655,483.8466666666666,487.5409836065574
2413805,Taboleiro Grande,24,RN,448.3249999999999,483.3575757575756,493.520202020202,494.3413043478263,552.929292929293
2413904,Taipu,24,RN,456.7303703703704,480.34436619718326,489.3302816901407,499.377037037037,551.830985915493
2414001,Tangará,24,RN,462.21755725190826,493.577819548872,506.2518796992479,505.48549618320607,562.5563909774436
2414100,Tenente Ananias,24,RN,459.3094059405941,480.531390134529,498.06816143497736,503.0138613861385,549.4170403587444
2414159,Tenente Laurentino Cruz,24,RN,462.0969135802471,491.38493975903657,498.62108433734926,487.8067901234568,530.9638554216867
2414209,Tibau do Sul,24,RN,463.074129353234,489.3671428571428,501.7771428571426,489.8263681592041,527.3333333333334
2414308,Timbaúba dos Batistas,24,RN,474.8273972602741,487.4613333333333,503.1520000000002,498.45342465753424,556.5333333333333
2414407,Touros,24,RN,450.8117788461543,481.0187358916477,496.7415349887133,487.74182692307687,551.2415349887133
2414456,Triunfo Potiguar,24,RN,450.55567010309295,465.7619047619047,481.5247619047618,489.2072164948452,488.95238095238096
2414506,Umarizal,24,RN,448.2333333333336,470.347303921569,489.2627450980391,482.1157894736842,520.0490196078431
2414605,Upanema,24,RN,449.2677852348991,483.0359223300973,496.8291262135922,500.2624161073822,544.336569579288
2414704,Várzea,24,RN,464.0087500000001,483.9135802469136,501.6950617283948,491.32000000000016,600.9876543209876
2414753,Venha-Ver,24,RN,452.54,471.5409090909091,499.4515151515152,481.7861538461539,586.3636363636364
2414803,Vera Cruz,24,RN,457.9211009174312,479.83479532163767,503.50643274853815,488.5250764525991,523.4502923976609
2414902,Viçosa,24,RN,444.4953125000001,468.0776119402986,484.758208955224,485.96875,572.2388059701492
2415008,Vila Flor,24,RN,441.90312499999993,470.7391304347826,493.63188405797086,479.603125,483.18840579710144
2500106,Água Branca,25,PB,452.06139534883727,478.9318777292576,500.5227074235806,501.8418604651165,561.1353711790393
2500205,Aguiar,25,PB,432.9938775510204,460.0939999999999,479.741,467.75612244897934,550.0
2500304,Alagoa Grande,25,PB,453.1390420899855,478.86162464986,498.3212885154058,486.8777939042085,555.1540616246499
2500403,Alagoa Nova,25,PB,454.6372807017542,491.05021008403367,499.0886554621844,483.7201754385965,556.2605042016806
2500502,Alagoinha,25,PB,441.3948087431692,470.2530503978776,488.15968169761305,471.63934426229525,553.2095490716181
2500536,Alcantil,25,PB,456.3138297872343,482.2424242424244,497.2151515151516,490.3095744680852,585.6565656565657
2500577,Algodão de Jandaíra,25,PB,428.9066666666666,462.1792207792209,474.0688311688313,467.6026666666666,453.76623376623377
2500601,Alhandra,25,PB,443.9916666666668,471.6049462365592,488.0062365591403,473.3729166666663,518.2795698924731
2500700,São João do Rio do Peixe,25,PB,448.198288973384,472.3815884476532,491.0469314079416,487.1450570342205,533.7184115523465
2500734,Amparo,25,PB,436.303125,445.6057971014493,466.6739130434783,474.003125,550.1449275362319
2500775,Aparecida,25,PB,459.49469026548667,471.9353191489362,488.87191489361686,498.4747787610617,557.1914893617021
2500809,Araçagi,25,PB,450.51494565217376,485.21322751322754,496.4605820105816,486.2415760869563,581.1111111111111
2500908,Arara,25,PB,457.2098540145987,484.73678571428576,496.9874999999996,488.6941605839416,579.2142857142857
2501005,Araruna,25,PB,448.13162393162406,486.1661855670109,496.6348453608242,490.7168803418802,543.0103092783505
2501104,Areia,25,PB,450.22439335887583,486.57652933832736,497.6250936329588,482.2039591315452,569.1885143570537
2501153,Areia de Baraúnas,25,PB,424.1837837837838,461.92105263157896,470.16315789473686,466.254054054054,482.6315789473685
2501203,Areial,25,PB,468.974178403756,500.41357466063374,510.97918552036185,496.3596244131456,591.3122171945702
2501302,Aroeiras,25,PB,445.9763341067287,476.9324263038551,492.15510204081625,482.2113689095125,582.7664399092971
2501351,Assunção,25,PB,458.3714285714286,478.3,502.8807692307692,486.9402597402596,555.3846153846154
2501401,Baía da Traição,25,PB,427.18805460750855,450.7881188118813,461.9336633663368,450.9136518771329,493.26732673267327
2501500,Bananeiras,25,PB,455.19146608315134,481.4160337552743,501.98438818565415,491.4120350109404,571.9409282700421
2501534,Baraúna,25,PB,458.9664179104477,476.6985611510792,491.0194244604317,485.9753731343285,502.0143884892086
2501575,Barra de Santana,25,PB,440.4173652694613,470.7703488372092,487.4877906976744,472.35209580838335,562.3255813953489
2501609,Barra de Santa Rosa,25,PB,448.26319444444425,468.19910313901335,488.0921524663676,487.147685185185,541.8834080717489
2501708,Barra de São Miguel,25,PB,439.656603773585,474.1634782608693,491.4313043478261,471.8150943396227,485.7391304347826
2501807,Bayeux,25,PB,456.2626785025085,487.1141854451413,506.2127077946067,492.2912389038976,545.0609530845954
2501906,Belém,25,PB,448.0087179487177,475.31019900497535,496.5713930348256,482.3435897435898,574.0796019900497
2502003,Belém do Brejo do Cruz,25,PB,451.4718085106381,465.290769230769,482.1107692307694,493.4585106382981,603.3846153846154
2502052,Bernardino Batista,25,PB,452.94,485.3535714285714,501.2238095238096,506.6737500000001,606.1904761904761
2502102,Boa Ventura,25,PB,439.8660377358492,464.805882352941,482.58823529411785,483.0943396226413,550.5882352941177
2502151,Boa Vista,25,PB,449.7263999999994,475.0217898832683,491.5054474708169,497.0115999999999,555.9533073929961
2502201,Bom Jesus,25,PB,440.0360655737704,465.01142857142855,481.42428571428576,484.64098360655737,511.1428571428572
2502300,Bom Sucesso,25,PB,446.0433566433566,462.4213793103449,483.6296551724138,491.1216783216784,551.7241379310345
2502409,Bonito de Santa Fé,25,PB,450.7374301675976,478.0159574468087,494.0499999999997,489.930167597765,536.8085106382979
2502508,Boqueirão,25,PB,450.02748538011696,484.166417910448,498.164179104478,496.3787524366474,560.2611940298508
2502607,Igaracy,25,PB,421.8580838323352,452.9359999999999,466.3497142857144,480.0826347305387,516.6857142857143
2502706,Borborema,25,PB,438.7972222222222,473.8781456953641,485.1139072847681,478.4215277777778,538.4105960264901
2502805,Brejo do Cruz,25,PB,456.6269372693727,478.5241134751772,488.8730496453903,502.2428044280442,565.886524822695
2502904,Brejo dos Santos,25,PB,460.2735632183904,484.2301675977656,500.68156424581,504.4862068965516,570.2793296089385
2503001,Caaporã,25,PB,436.6458139534887,464.88253968254,488.5492063492061,474.7441860465114,513.6507936507936
2503100,Cabaceiras,25,PB,452.3489208633095,493.49788732394376,505.6021126760563,517.1143884892086,584.6478873239437
2503209,Cabedelo,25,PB,478.631740801757,507.8331395348836,521.465433403805,522.5050521691386,579.2811839323467
2503308,Cachoeira dos Índios,25,PB,453.3221621621622,474.3715736040608,491.1350253807107,484.517837837838,517.3604060913706
2503407,Cacimba de Areia,25,PB,446.0599999999999,464.7584415584415,492.9857142857143,497.5573333333332,506.75324675324674
2503506,Cacimba de Dentro,25,PB,442.5176848874597,479.1566978193145,495.50560747663536,477.022508038585,555.0155763239875
2503555,Cacimbas,25,PB,444.18666666666655,482.06276595744674,493.5478723404258,484.8266666666664,547.2340425531914
2503605,Caiçara,25,PB,444.18580246913547,473.910429447853,489.23251533742337,469.814197530864,563.8036809815951
2503704,Cajazeiras,25,PB,469.6768721344876,497.2797044334977,511.3072413793106,512.9970453387671,577.8522167487685
2503753,Cajazeirinhas,25,PB,427.19903846153824,457.4925233644861,475.68411214953255,462.173076923077,542.2429906542056
2503803,Caldas Brandão,25,PB,435.0639705882351,472.26788321167874,485.18321167883227,471.2426470588236,549.051094890511
2503902,Camalaú,25,PB,448.4257575757576,486.3951048951048,494.6377622377622,481.40606060606046,533.2867132867133
2504009,Campina Grande,25,PB,482.35228991722016,512.3775002857485,524.0507829466231,525.4679113810969,601.1875642930621
2504033,Capim,25,PB,438.1922330097089,471.0504504504505,491.6576576576576,462.1281553398056,507.3873873873874
2504074,Caraúbas,25,PB,437.4116504854369,448.1943925233643,466.90934579439255,465.6883495145632,485.7943925233645
2504108,Carrapateira,25,PB,439.72592592592594,479.949090909091,490.9309090909089,521.7074074074073,605.4545454545455
2504157,Casserengue,25,PB,436.9178861788619,469.5535433070866,493.7157480314961,476.6056910569106,552.7559055118111
2504207,Catingueira,25,PB,448.5691489361703,473.7140000000001,493.13300000000015,502.2351063829788,519.2
2504306,Catolé do Rocha,25,PB,463.934188034188,484.8824228028498,500.21947743467865,508.8842490842487,590.0475059382422
2504355,Caturité,25,PB,468.8031645569624,489.98848484848486,502.0745454545452,489.1753164556961,567.1515151515151
2504405,Conceição,25,PB,443.9260869565214,469.1483644859813,486.2044392523367,493.4231884057968,521.2149532710281
2504504,Condado,25,PB,450.7816326530613,474.1139072847683,498.52516556291386,487.99387755102015,600.5298013245033
2504603,Conde,25,PB,444.8334894613583,471.246136865342,487.4269315673283,475.744262295082,493.2450331125828
2504702,Congo,25,PB,437.38625954198494,467.637777777778,482.4,489.7206106870228,525.1851851851852
2504801,Coremas,25,PB,458.40923482849615,475.1545691906007,489.3861618798955,503.2200527704479,586.7885117493472
2504850,Coxixola,25,PB,441.46056338028177,463.1210526315791,487.6815789473685,487.7352112676057,504.2105263157895
2504900,Cruz do Espírito Santo,25,PB,433.00049504950505,461.6990476190479,477.8266666666668,452.53118811881177,510.0952380952381
2505006,Cubati,25,PB,469.3545454545454,485.1722488038277,497.217703349282,494.9707070707069,554.1626794258373
2505105,Cuité,25,PB,461.20505464480937,485.1257936507942,500.9371693121693,492.7403005464477,545.7407407407408
2505204,Cuitegi,25,PB,446.45170454545473,477.5693121693123,488.59470899470926,485.5056818181816,554.1798941798942
2505238,Cuité de Mamanguape,25,PB,440.3717948717947,448.3243902439024,478.0772357723577,467.5846153846152,493.0081300813008
2505279,Curral de Cima,25,PB,432.5704000000001,465.2305970149252,477.95447761194055,471.36480000000006,521.1940298507462
2505303,Curral Velho,25,PB,439.4977272727272,449.7111111111113,469.3466666666667,472.5045454545454,558.6666666666666
2505352,Damião,25,PB,447.6664,467.9325396825398,483.4198412698414,471.616,494.12698412698415
2505402,Desterro,25,PB,453.7884057971016,481.2539007092199,496.6780141843972,500.8391304347828,559.8581560283687
2505501,Vista Serrana,25,PB,450.7915789473684,466.8474747474749,480.7868686868688,507.0873684210528,501.2121212121212
2505600,Diamante,25,PB,441.2684210526313,473.6106145251395,484.5692737430165,507.9116959064327,539.2178770949721
2505709,Dona Inês,25,PB,450.2502347417844,473.0542857142855,494.461904761905,473.7046948356806,545.9047619047619
2505808,Duas Estradas,25,PB,454.8989795918366,492.419191919192,500.2818181818182,486.25816326530605,556.7676767676768
2505907,Emas,25,PB,441.7366666666666,469.29365079365095,476.520634920635,476.4766666666666,486.031746031746
2506004,Esperança,25,PB,463.8541538461535,491.7689175769617,507.3385302879847,504.5782564102564,587.9642502482621
2506103,Fagundes,25,PB,451.1729241877255,484.7017667844521,495.3070671378092,484.6696750902526,572.2968197879859
